Date,StockName,CurrentPrice,Sector,MarketCap,Volume,PERatio,DividendYield,Momentum,Volatility,RelativeStrength,MarketMovementClass
2023-01-25,EnergyStock10,481.96,Energy,8579609203.5,19462.6,15.67,0.0188,0.78,0.0144,87.92,6
2023-01-26,EnergyStock10,481.96,Energy,20087505748.01,559459.0,15.96,0.0042,-0.13,0.141,49.16,4
2023-01-27,EnergyStock10,448.22,Energy,7013522903.86,384373.27,35.77,0.0183,1.53,0.206,88.86,1
2023-01-28,EnergyStock10,448.22,Energy,6374697722.17,494379.5,38.6,0.0088,-0.31,0.0048,3.36,4
2023-01-29,EnergyStock10,448.22,Energy,13680345457.46,846656.23,32.1,0.0363,-0.08,0.26,4.04,4
2023-01-30,EnergyStock10,452.7,Energy,45194119299.12,189672.25,10.42,0.0115,1.25,0.1252,84.79,5
2023-01-31,EnergyStock10,452.7,Energy,20606653270.0,616726.81,35.97,0.041,2.18,0.0366,55.75,4
2023-02-01,EnergyStock10,452.7,Energy,27919299599.26,722004.59,33.93,0.0416,-0.53,0.1902,24.17,4
2023-02-02,EnergyStock10,384.8,Energy,21716544375.86,594748.67,48.74,0.0289,-1.27,0.0453,7.05,0
2023-02-03,EnergyStock10,384.8,Energy,9896358119.63,612815.81,35.95,0.0377,-0.15,0.1034,28.49,4
2023-02-04,EnergyStock10,388.64,Energy,33538014704.25,172399.55,6.17,0.0072,-2.05,0.0947,88.87,5
2023-02-05,EnergyStock10,388.64,Energy,12517701061.02,941807.33,43.23,0.0675,1.48,0.0063,17.94,4
2023-02-06,EnergyStock10,388.64,Energy,38242897897.28,298048.85,40.75,0.0392,0.43,0.1081,8.57,4
2023-02-07,EnergyStock10,400.3,Energy,11961341292.35,234200.04,10.81,0.0757,1.0,0.0877,49.94,6
2023-02-08,EnergyStock10,400.3,Energy,4760453093.79,564242.68,16.11,0.0782,-0.39,0.1331,15.13,4
2023-02-09,EnergyStock10,400.3,Energy,5237302845.23,197440.42,14.52,0.0446,-0.67,0.1035,8.47,4
2023-01-01,Consumer GoodsStock1,237.62,Consumer Goods,5452212748.3,227725.3,47.63,0.0763,-0.55,0.0594,34.02,4
2023-01-02,Consumer GoodsStock1,237.62,Consumer Goods,22739710405.47,791183.24,37.58,0.0149,-0.38,0.0207,65.68,4
2023-01-03,Consumer GoodsStock1,237.62,Consumer Goods,2470876670.65,325663.29,49.68,0.0543,-0.86,0.0693,7.88,4
2023-01-04,Consumer GoodsStock1,232.87,Consumer Goods,5971040861.85,242198.66,13.67,0.046,0.99,0.0534,18.39,2
2023-01-05,Consumer GoodsStock1,232.87,Consumer Goods,547742759.33,486865.5,7.51,0.0782,-0.05,0.1472,8.66,4
2023-01-06,Consumer GoodsStock1,232.87,Consumer Goods,17725612443.13,198810.08,30.57,0.0651,0.69,0.061,87.93,4
2023-01-07,Consumer GoodsStock1,239.86,Consumer Goods,9869319722.48,573081.41,40.58,0.0558,-1.34,0.0886,26.23,6
2023-01-08,Consumer GoodsStock1,235.06,Consumer Goods,16737064061.13,93911.88,38.37,0.0555,-0.84,0.0845,62.89,2
2023-01-09,Consumer GoodsStock1,235.06,Consumer Goods,20631735804.37,853618.17,48.42,0.0465,-0.03,0.0525,79.82,4
2023-01-10,Consumer GoodsStock1,225.66,Consumer Goods,9071036158.41,278746.06,18.12,0.0099,-0.93,0.0534,58.9,2
2023-01-11,Consumer GoodsStock1,221.14,Consumer Goods,5891484453.29,493454.76,34.37,0.0097,-0.54,0.0697,97.37,2
2023-01-12,Consumer GoodsStock1,221.14,Consumer Goods,13335034893.32,249127.38,27.07,0.0059,-0.04,0.0527,39.87,4
2023-01-13,Consumer GoodsStock1,212.3,Consumer Goods,14664031216.34,992974.46,22.8,0.05,1.69,0.026,12.81,2
2023-01-14,Consumer GoodsStock1,212.3,Consumer Goods,6077476451.41,169552.05,24.18,0.0105,-0.41,0.1851,53.11,4
2023-01-15,Consumer GoodsStock1,203.81,Consumer Goods,3023965389.42,587581.28,49.33,0.0077,0.69,0.0398,7.23,2
2023-01-16,Consumer GoodsStock1,205.85,Consumer Goods,10890093821.3,414184.11,18.94,0.0238,0.69,0.0347,72.38,5
2023-01-17,Consumer GoodsStock1,205.85,Consumer Goods,16483286881.98,264543.52,32.81,0.0368,-0.69,0.1026,64.32,4
2023-01-18,Consumer GoodsStock1,207.9,Consumer Goods,8485146518.77,75955.87,28.22,0.0277,0.35,0.0133,48.56,5
2023-01-19,Consumer GoodsStock1,207.9,Consumer Goods,13680863930.79,112462.53,16.41,0.0735,0.64,0.1026,76.44,4
2023-01-20,Consumer GoodsStock1,209.98,Consumer Goods,6283834839.32,931718.31,29.88,0.0557,-0.97,0.0248,96.31,5
2023-01-21,Consumer GoodsStock1,201.58,Consumer Goods,5288197669.9,815491.6,32.84,0.0671,-2.34,0.03,92.18,2
2023-01-22,Consumer GoodsStock1,187.47,Consumer Goods,16077055413.56,238509.61,43.19,0.0111,0.94,0.0195,47.35,1
2023-01-23,Consumer GoodsStock1,187.47,Consumer Goods,15121995407.9,739129.27,46.64,0.0357,-0.59,0.0423,55.79,4
2023-01-24,Consumer GoodsStock1,183.72,Consumer Goods,891871782.2,45629.93,42.42,0.0473,0.79,0.0285,7.02,2
2023-01-25,Consumer GoodsStock1,196.58,Consumer Goods,12190717912.66,191629.61,35.56,0.0611,1.08,0.0212,15.07,7
2023-01-26,Consumer GoodsStock1,192.65,Consumer Goods,1975789025.18,218769.06,15.74,0.0734,-0.13,0.0777,53.24,2
2023-01-27,Consumer GoodsStock1,194.58,Consumer Goods,19413468434.61,755854.23,48.69,0.063,-0.17,0.0747,64.66,5
2023-01-28,Consumer GoodsStock1,194.58,Consumer Goods,5460846238.23,581625.27,47.01,0.0028,0.76,0.0922,96.4,4
2023-01-29,Consumer GoodsStock1,200.42,Consumer Goods,15323998901.55,525204.68,14.19,0.0436,0.37,0.0245,78.97,6
2023-01-30,Consumer GoodsStock1,196.41,Consumer Goods,11856913919.98,338851.72,5.41,0.016,-0.88,0.0985,95.99,2
2023-01-31,Consumer GoodsStock1,196.41,Consumer Goods,382793980.82,291007.69,10.37,0.0082,0.16,0.0743,18.93,4
2023-02-01,Consumer GoodsStock1,196.41,Consumer Goods,16957775690.57,430094.76,46.21,0.0398,1.46,0.0588,7.32,4
2023-02-02,Consumer GoodsStock1,188.55,Consumer Goods,12358663734.42,492071.31,40.57,0.0733,1.44,0.1672,50.07,2
2023-02-03,Consumer GoodsStock1,201.75,Consumer Goods,16801189123.99,912620.33,16.45,0.0618,-0.84,0.0676,94.43,7
2023-02-04,Consumer GoodsStock1,187.63,Consumer Goods,18119822040.74,157769.28,41.87,0.0221,-1.18,0.0623,58.55,1
2023-02-05,Consumer GoodsStock1,187.63,Consumer Goods,12398770813.54,25490.84,7.9,0.008,1.27,0.0327,88.82,4
2023-02-06,Consumer GoodsStock1,183.87,Consumer Goods,10639472086.62,770681.34,18.0,0.0327,-1.12,0.0073,2.6,2
2023-02-07,Consumer GoodsStock1,180.2,Consumer Goods,11362970650.4,82882.08,13.54,0.027,-1.18,0.1562,67.26,2
2023-02-08,Consumer GoodsStock1,180.2,Consumer Goods,4167309784.38,848737.39,27.14,0.0658,0.22,0.0043,77.05,4
2023-02-09,Consumer GoodsStock1,192.81,Consumer Goods,10010427185.29,478954.22,39.0,0.0704,-0.06,0.0163,79.87,7
2023-01-01,Consumer GoodsStock2,113.22,Consumer Goods,2129029556.18,353923.39,46.91,0.0117,1.22,0.1739,12.07,4
2023-01-02,Consumer GoodsStock2,113.22,Consumer Goods,6423348338.67,195306.82,41.03,0.0778,-0.6,0.0549,45.49,4
2023-01-03,Consumer GoodsStock2,113.22,Consumer Goods,3269513674.88,29681.11,29.35,0.0765,-1.36,0.1845,96.89,4
2023-01-04,Consumer GoodsStock2,113.22,Consumer Goods,8173995825.7,567074.99,48.86,0.0551,0.31,0.0624,73.51,4
2023-01-05,Consumer GoodsStock2,110.95,Consumer Goods,3444437777.93,785154.8,18.35,0.045,0.72,0.0572,11.05,2
2023-01-06,Consumer GoodsStock2,112.06,Consumer Goods,6798801441.31,195040.44,29.39,0.0226,-1.13,0.1346,6.33,5
2023-01-07,Consumer GoodsStock2,119.91,Consumer Goods,494243276.59,665871.9,21.71,0.0517,1.38,0.1138,72.92,7
2023-01-08,Consumer GoodsStock2,119.91,Consumer Goods,1472711888.31,660324.3,17.6,0.0023,-1.52,0.1952,46.72,4
2023-01-09,Consumer GoodsStock2,119.91,Consumer Goods,3786091416.06,322127.71,7.72,0.0549,-1.92,0.0865,70.52,4
2023-01-10,Consumer GoodsStock2,119.91,Consumer Goods,5690161745.01,516211.3,33.64,0.0528,-0.74,0.0433,15.66,4
2023-01-11,Consumer GoodsStock2,119.91,Consumer Goods,10481504011.01,415401.32,12.63,0.0605,1.02,0.0303,1.54,4
2023-01-12,Consumer GoodsStock2,115.11,Consumer Goods,1170092711.66,715478.64,8.13,0.0397,-1.94,0.028,87.04,2
2023-01-13,Consumer GoodsStock2,112.81,Consumer Goods,4049088656.54,776429.79,6.37,0.0538,-0.37,0.0766,58.64,2
2023-01-14,Consumer GoodsStock2,108.3,Consumer Goods,2872975381.94,103280.15,19.18,0.07,0.79,0.1952,43.34,2
2023-01-15,Consumer GoodsStock2,108.3,Consumer Goods,10503287467.44,303192.92,33.23,0.0336,-0.02,0.0721,81.33,4
2023-01-16,Consumer GoodsStock2,103.96,Consumer Goods,820228240.38,162095.21,39.4,0.0579,-1.22,0.2498,88.83,2
2023-01-17,Consumer GoodsStock2,103.96,Consumer Goods,8460772006.31,815129.68,33.92,0.0366,-0.29,0.0958,11.91,4
2023-01-18,Consumer GoodsStock2,99.8,Consumer Goods,1646208245.42,257394.26,26.98,0.0561,-0.03,0.0284,51.82,2
2023-01-19,Consumer GoodsStock2,99.8,Consumer Goods,5429779562.37,522563.25,5.39,0.0001,-0.94,0.0656,89.47,4
2023-01-20,Consumer GoodsStock2,102.8,Consumer Goods,10034556942.91,939690.49,17.23,0.0408,0.46,0.0491,88.84,6
2023-01-21,Consumer GoodsStock2,103.83,Consumer Goods,4558347153.7,761087.15,9.39,0.0032,-0.45,0.1533,99.55,5
2023-01-22,Consumer GoodsStock2,99.67,Consumer Goods,8542759776.77,485183.23,42.22,0.0654,-0.24,0.0502,94.98,2
2023-01-23,Consumer GoodsStock2,97.68,Consumer Goods,890347616.8,437299.36,42.27,0.0379,0.54,0.0768,20.94,2
2023-01-24,Consumer GoodsStock2,100.61,Consumer Goods,706019573.86,899296.91,18.7,0.04,-1.22,0.0289,35.81,6
2023-01-25,Consumer GoodsStock2,98.6,Consumer Goods,2088786898.93,195186.27,27.01,0.0638,0.93,0.0164,63.65,2
2023-01-26,Consumer GoodsStock2,98.6,Consumer Goods,6615284482.35,454964.6,36.02,0.0056,0.38,0.0488,24.52,4
2023-01-27,Consumer GoodsStock2,98.6,Consumer Goods,222006243.09,225074.11,7.93,0.0624,0.71,0.0581,0.45,4
2023-01-28,Consumer GoodsStock2,98.6,Consumer Goods,6978686014.81,163847.12,34.24,0.0067,-0.1,0.1334,65.36,4
2023-01-29,Consumer GoodsStock2,94.65,Consumer Goods,1830346697.04,212401.9,15.74,0.0181,1.64,0.112,43.8,2
2023-01-30,Consumer GoodsStock2,94.65,Consumer Goods,6834780950.78,135261.64,7.2,0.0702,0.05,0.0197,58.24,4
2023-01-31,Consumer GoodsStock2,101.28,Consumer Goods,8994341787.99,416734.75,21.72,0.0237,-0.79,0.1058,96.16,7
2023-02-01,Consumer GoodsStock2,101.28,Consumer Goods,10003669670.93,378742.28,25.59,0.026,-0.32,0.0286,94.51,4
2023-02-02,Consumer GoodsStock2,108.37,Consumer Goods,590187751.62,158842.42,24.06,0.0149,-0.91,0.0334,45.65,7
2023-02-03,Consumer GoodsStock2,106.2,Consumer Goods,3806155006.85,103369.52,24.27,0.0787,0.79,0.0361,84.32,2
2023-02-04,Consumer GoodsStock2,113.64,Consumer Goods,9002407317.52,663000.86,43.55,0.0061,0.27,0.0021,76.96,7
2023-02-05,Consumer GoodsStock2,121.59,Consumer Goods,9506480592.35,876133.15,36.79,0.0608,0.81,0.0044,82.5,7
2023-02-06,Consumer GoodsStock2,122.81,Consumer Goods,8305203266.6,311534.15,6.6,0.0749,-1.67,0.0712,14.91,5
2023-02-07,Consumer GoodsStock2,124.04,Consumer Goods,10396090894.43,816362.89,34.03,0.0293,0.07,0.2315,52.67,5
2023-02-08,Consumer GoodsStock2,127.76,Consumer Goods,527619736.0,775658.3,7.34,0.0031,-0.69,0.0111,78.91,6
2023-02-09,Consumer GoodsStock2,127.76,Consumer Goods,495035874.57,50095.68,32.57,0.0645,1.77,0.2016,79.98,4
2023-01-01,Consumer GoodsStock3,302.97,Consumer Goods,18690566390.84,631996.66,38.03,0.0497,0.05,0.0628,67.2,2
2023-01-02,Consumer GoodsStock3,290.85,Consumer Goods,11249073910.25,771685.35,36.81,0.0032,-0.86,0.0097,99.59,2
2023-01-03,Consumer GoodsStock3,293.75,Consumer Goods,906817165.06,860063.08,46.37,0.0283,-0.45,0.1718,65.52,5
2023-01-04,Consumer GoodsStock3,293.75,Consumer Goods,9674338056.63,430189.55,11.55,0.0665,-1.11,0.1681,89.41,4
2023-01-05,Consumer GoodsStock3,293.75,Consumer Goods,16121604390.01,956933.14,44.9,0.0136,0.48,0.0027,37.24,4
2023-01-06,Consumer GoodsStock3,293.75,Consumer Goods,5965572981.75,123179.88,38.31,0.0616,0.61,0.028,58.51,4
2023-01-07,Consumer GoodsStock3,287.88,Consumer Goods,25627214321.43,993427.25,8.9,0.069,0.53,0.2389,91.48,2
2023-01-08,Consumer GoodsStock3,308.03,Consumer Goods,8302748756.88,220722.26,8.62,0.0449,-0.04,0.0211,7.34,7
2023-01-09,Consumer GoodsStock3,308.03,Consumer Goods,1525767928.77,836865.09,14.44,0.0263,0.38,0.0571,21.9,4
2023-01-10,Consumer GoodsStock3,295.71,Consumer Goods,21247278830.26,396795.53,39.47,0.0356,-0.64,0.2027,74.86,2
2023-01-11,Consumer GoodsStock3,304.58,Consumer Goods,1805239860.31,528870.43,6.48,0.0375,-0.3,0.0842,93.25,6
2023-01-12,Consumer GoodsStock3,304.58,Consumer Goods,28472695319.5,759594.96,9.65,0.0185,-1.15,0.037,49.49,4
2023-01-13,Consumer GoodsStock3,304.58,Consumer Goods,29139205324.34,439390.6,40.35,0.0754,-0.27,0.0348,49.6,4
2023-01-14,Consumer GoodsStock3,304.58,Consumer Goods,12361746608.73,367198.76,42.19,0.0362,0.37,0.0018,6.0,4
2023-01-15,Consumer GoodsStock3,304.58,Consumer Goods,23645301438.88,159650.34,32.52,0.0192,-0.39,0.0826,32.91,4
2023-01-16,Consumer GoodsStock3,304.58,Consumer Goods,5839657541.24,292039.75,23.75,0.0283,2.44,0.061,56.67,4
2023-01-17,Consumer GoodsStock3,304.58,Consumer Goods,9584326509.22,135161.96,39.24,0.0681,-0.58,0.151,49.86,4
2023-01-18,Consumer GoodsStock3,304.58,Consumer Goods,20190561188.17,51187.2,37.47,0.005,1.29,0.0125,45.12,4
2023-01-19,Consumer GoodsStock3,292.4,Consumer Goods,28806588971.16,890392.61,39.71,0.0329,1.17,0.0108,34.21,2
2023-01-20,Consumer GoodsStock3,292.4,Consumer Goods,28821254767.83,526614.72,11.33,0.0176,-0.59,0.0023,46.25,4
2023-01-21,Consumer GoodsStock3,292.4,Consumer Goods,22852174250.4,361392.54,49.21,0.0145,-0.81,0.018,73.39,4
2023-01-22,Consumer GoodsStock3,327.49,Consumer Goods,26884872377.14,560146.51,26.81,0.0668,-0.48,0.0664,8.9,8
2023-01-23,Consumer GoodsStock3,320.94,Consumer Goods,24720378651.29,854395.11,40.05,0.0505,1.86,0.0125,39.08,2
2023-01-24,Consumer GoodsStock3,324.15,Consumer Goods,22055458616.24,700826.65,29.12,0.0708,-0.67,0.1395,77.76,5
2023-01-25,Consumer GoodsStock3,324.15,Consumer Goods,28859394755.21,352935.33,21.62,0.0711,1.32,0.2909,33.28,4
2023-01-26,Consumer GoodsStock3,317.66,Consumer Goods,20946337483.48,128642.25,44.57,0.0623,0.6,0.095,60.26,2
2023-01-27,Consumer GoodsStock3,311.31,Consumer Goods,8731342395.25,414896.64,36.47,0.0511,1.56,0.0187,75.79,2
2023-01-28,Consumer GoodsStock3,311.31,Consumer Goods,24566058289.41,340920.74,44.66,0.0492,0.19,0.1296,21.84,4
2023-01-29,Consumer GoodsStock3,311.31,Consumer Goods,11748836291.95,700524.05,26.41,0.0669,1.18,0.1135,21.72,4
2023-01-30,Consumer GoodsStock3,333.1,Consumer Goods,28089034409.54,791114.84,19.86,0.0429,0.12,0.1116,14.59,7
2023-01-31,Consumer GoodsStock3,333.1,Consumer Goods,21726010204.68,396294.01,27.43,0.0701,0.18,0.0248,17.08,4
2023-02-01,Consumer GoodsStock3,309.78,Consumer Goods,6001101198.32,767392.76,23.23,0.0698,-0.42,0.0022,71.67,1
2023-02-02,Consumer GoodsStock3,297.39,Consumer Goods,23538210056.96,176421.52,20.55,0.0609,-0.13,0.0461,82.94,2
2023-02-03,Consumer GoodsStock3,291.44,Consumer Goods,23581033888.0,660919.12,13.67,0.0242,-0.31,0.0968,20.36,2
2023-02-04,Consumer GoodsStock3,291.44,Consumer Goods,28985938978.17,21889.07,29.34,0.0459,0.01,0.0867,54.37,4
2023-02-05,Consumer GoodsStock3,291.44,Consumer Goods,8050151109.08,65468.84,23.39,0.0042,-1.86,0.0486,53.36,4
2023-02-06,Consumer GoodsStock3,279.79,Consumer Goods,26112627091.38,895576.03,13.55,0.0275,-0.8,0.0226,35.46,2
2023-02-07,Consumer GoodsStock3,274.19,Consumer Goods,25125836779.61,853985.53,31.09,0.0416,0.48,0.0917,54.14,2
2023-02-08,Consumer GoodsStock3,255.0,Consumer Goods,1819544863.15,889199.58,44.1,0.0286,0.22,0.0908,80.59,1
2023-02-09,Consumer GoodsStock3,255.0,Consumer Goods,3117715208.32,439389.79,25.58,0.0441,-0.74,0.0627,52.68,4
2023-01-01,Consumer GoodsStock4,273.23,Consumer Goods,21152890469.42,521487.86,32.44,0.0579,0.06,0.0398,88.42,4
2023-01-02,Consumer GoodsStock4,254.11,Consumer Goods,10447057598.24,926965.18,20.89,0.0367,-0.08,0.1097,51.42,1
2023-01-03,Consumer GoodsStock4,256.65,Consumer Goods,19021992903.0,272497.51,5.76,0.0384,-1.46,0.2104,77.48,5
2023-01-04,Consumer GoodsStock4,256.65,Consumer Goods,13929814296.07,96454.1,46.67,0.0364,1.36,0.1434,67.38,4
2023-01-05,Consumer GoodsStock4,251.51,Consumer Goods,21091186476.64,297037.72,13.4,0.0325,-1.76,0.0484,82.81,2
2023-01-06,Consumer GoodsStock4,251.51,Consumer Goods,24422523795.61,262244.43,26.86,0.0401,0.5,0.1457,44.33,4
2023-01-07,Consumer GoodsStock4,251.51,Consumer Goods,9283611067.83,26760.06,28.49,0.0268,-0.73,0.1519,13.19,4
2023-01-08,Consumer GoodsStock4,251.51,Consumer Goods,17493192086.12,633883.71,41.17,0.0362,1.38,0.0085,42.77,4
2023-01-09,Consumer GoodsStock4,251.51,Consumer Goods,11073058528.57,423558.83,39.21,0.014,-1.15,0.0676,35.91,4
2023-01-10,Consumer GoodsStock4,246.48,Consumer Goods,14385068822.79,800189.09,40.4,0.0292,0.03,0.0134,39.94,2
2023-01-11,Consumer GoodsStock4,248.95,Consumer Goods,18237347630.12,751782.58,13.83,0.0375,0.01,0.1137,68.35,5
2023-01-12,Consumer GoodsStock4,248.95,Consumer Goods,21009586433.33,291715.23,30.9,0.0099,1.11,0.0906,4.28,4
2023-01-13,Consumer GoodsStock4,248.95,Consumer Goods,10469358957.84,132855.91,23.9,0.0155,-1.81,0.1319,73.84,4
2023-01-14,Consumer GoodsStock4,248.95,Consumer Goods,15209713677.03,32459.97,46.9,0.0549,0.35,0.1337,46.66,4
2023-01-15,Consumer GoodsStock4,248.95,Consumer Goods,22176740475.62,442987.68,8.39,0.0757,0.23,0.0534,46.79,4
2023-01-16,Consumer GoodsStock4,238.99,Consumer Goods,18948138747.5,84723.14,8.09,0.043,-1.07,0.0227,16.05,2
2023-01-17,Consumer GoodsStock4,229.43,Consumer Goods,4887860263.31,718329.34,41.4,0.0362,-0.52,0.0007,6.93,2
2023-01-18,Consumer GoodsStock4,224.84,Consumer Goods,12331686517.53,742155.64,32.23,0.0314,0.27,0.0374,36.38,2
2023-01-19,Consumer GoodsStock4,224.84,Consumer Goods,11643435714.74,741275.43,45.83,0.0737,1.01,0.3068,26.57,4
2023-01-20,Consumer GoodsStock4,231.59,Consumer Goods,10730376464.33,136315.33,24.47,0.0102,2.89,0.012,33.78,6
2023-01-21,Consumer GoodsStock4,222.32,Consumer Goods,20988912058.3,775619.58,42.75,0.0293,-0.09,0.1609,20.11,2
2023-01-22,Consumer GoodsStock4,213.43,Consumer Goods,7504244326.41,146176.59,49.92,0.0039,-1.73,0.213,30.06,2
2023-01-23,Consumer GoodsStock4,213.43,Consumer Goods,3382397081.14,786073.26,19.96,0.0473,0.6,0.0332,83.58,4
2023-01-24,Consumer GoodsStock4,213.43,Consumer Goods,8420053338.62,508172.62,39.59,0.0702,-0.24,0.0842,77.61,4
2023-01-25,Consumer GoodsStock4,213.43,Consumer Goods,7233296260.42,417209.47,32.13,0.08,-1.47,0.0035,16.28,4
2023-01-26,Consumer GoodsStock4,198.49,Consumer Goods,11179584387.85,549126.37,14.24,0.0556,-0.88,0.0876,34.41,1
2023-01-27,Consumer GoodsStock4,222.31,Consumer Goods,8459373370.87,763193.66,25.37,0.0635,0.71,0.1145,85.48,8
2023-01-28,Consumer GoodsStock4,228.98,Consumer Goods,13376581086.37,245094.22,22.94,0.0607,-1.06,0.0495,5.12,6
2023-01-29,Consumer GoodsStock4,228.98,Consumer Goods,5920672222.24,504673.54,38.6,0.045,-0.71,0.0828,56.54,4
2023-01-30,Consumer GoodsStock4,228.98,Consumer Goods,4834400033.44,76879.3,12.71,0.0788,1.1,0.0094,84.88,4
2023-01-31,Consumer GoodsStock4,228.98,Consumer Goods,16248834139.77,200824.49,35.98,0.0218,-0.29,0.0201,88.12,4
2023-02-01,Consumer GoodsStock4,228.98,Consumer Goods,15063377262.33,492627.26,21.48,0.0516,0.19,0.0735,80.73,4
2023-02-02,Consumer GoodsStock4,228.98,Consumer Goods,10925155032.64,870162.24,23.67,0.0428,1.36,0.0887,58.26,4
2023-02-03,Consumer GoodsStock4,219.82,Consumer Goods,9912810350.98,361543.82,27.3,0.0696,-0.07,0.0045,89.03,2
2023-02-04,Consumer GoodsStock4,219.82,Consumer Goods,16407877325.93,148638.84,35.18,0.0189,-0.32,0.0041,15.16,4
2023-02-05,Consumer GoodsStock4,211.03,Consumer Goods,5219687358.99,109017.91,36.14,0.0023,-1.0,0.0329,94.52,2
2023-02-06,Consumer GoodsStock4,217.36,Consumer Goods,5069832394.69,618277.09,6.26,0.0745,-0.6,0.003,34.25,6
2023-02-07,Consumer GoodsStock4,208.66,Consumer Goods,8325992018.55,673227.08,26.15,0.0307,-0.33,0.049,10.01,2
2023-02-08,Consumer GoodsStock4,210.75,Consumer Goods,3032431518.69,599419.63,20.42,0.0181,-0.65,0.2121,40.01,5
2023-02-09,Consumer GoodsStock4,210.75,Consumer Goods,10460694201.09,310449.37,30.16,0.0536,-0.03,0.0456,5.77,4
2023-01-01,Consumer GoodsStock5,101.34,Consumer Goods,8791402017.49,883977.62,8.15,0.0335,-1.1,0.026,76.54,4
2023-01-02,Consumer GoodsStock5,101.34,Consumer Goods,9164131434.7,18401.15,14.75,0.0662,0.71,0.0309,5.72,4
2023-01-03,Consumer GoodsStock5,101.34,Consumer Goods,5810313572.89,45317.67,28.11,0.0488,-0.61,0.0832,64.03,4
2023-01-04,Consumer GoodsStock5,101.34,Consumer Goods,8709383526.88,348957.95,17.0,0.0788,-0.38,0.0261,2.75,4
2023-01-05,Consumer GoodsStock5,99.31,Consumer Goods,2747487191.81,821125.57,36.98,0.0785,-0.64,0.1659,69.89,2
2023-01-06,Consumer GoodsStock5,111.23,Consumer Goods,7931099551.48,764064.54,47.23,0.0091,0.79,0.046,95.44,8
2023-01-07,Consumer GoodsStock5,109.0,Consumer Goods,5547138083.06,683749.3,16.14,0.048,-0.82,0.1201,44.15,2
2023-01-08,Consumer GoodsStock5,109.0,Consumer Goods,4958321788.89,498263.56,18.44,0.0127,1.38,0.0397,16.92,4
2023-01-09,Consumer GoodsStock5,104.64,Consumer Goods,7867149193.94,312106.75,47.82,0.0571,-1.2,0.099,52.37,2
2023-01-10,Consumer GoodsStock5,100.46,Consumer Goods,1270800642.42,184099.3,39.86,0.0411,0.39,0.2708,21.41,2
2023-01-11,Consumer GoodsStock5,100.46,Consumer Goods,9838545224.66,82710.24,17.78,0.0194,-0.66,0.1375,81.81,4
2023-01-12,Consumer GoodsStock5,103.47,Consumer Goods,2174919110.96,547520.44,33.66,0.0417,-1.33,0.0285,48.82,6
2023-01-13,Consumer GoodsStock5,103.47,Consumer Goods,8253047513.26,765968.32,11.03,0.0071,0.08,0.0889,85.78,4
2023-01-14,Consumer GoodsStock5,99.33,Consumer Goods,5277102674.34,544032.25,43.73,0.0078,-0.52,0.1451,86.58,2
2023-01-15,Consumer GoodsStock5,102.31,Consumer Goods,10157669286.23,959601.55,5.27,0.0038,-0.41,0.0947,82.99,6
2023-01-16,Consumer GoodsStock5,103.34,Consumer Goods,2014716037.34,623467.51,46.28,0.0371,-0.1,0.0946,37.58,5
2023-01-17,Consumer GoodsStock5,103.34,Consumer Goods,4590963728.03,27172.47,49.73,0.0435,0.61,0.0035,15.59,4
2023-01-18,Consumer GoodsStock5,101.27,Consumer Goods,8202209389.97,268222.77,40.97,0.0217,0.02,0.0521,19.67,2
2023-01-19,Consumer GoodsStock5,101.27,Consumer Goods,6529765736.21,924366.64,40.23,0.0145,0.55,0.1158,66.9,4
2023-01-20,Consumer GoodsStock5,102.28,Consumer Goods,5912819148.01,471343.48,33.65,0.0238,0.43,0.1174,23.38,5
2023-01-21,Consumer GoodsStock5,98.19,Consumer Goods,103578612.64,612236.21,21.3,0.0602,-0.26,0.2336,40.71,2
2023-01-22,Consumer GoodsStock5,98.19,Consumer Goods,3560202327.48,964129.97,47.13,0.0678,-0.1,0.081,53.64,4
2023-01-23,Consumer GoodsStock5,98.19,Consumer Goods,6865391001.14,891771.81,37.23,0.0798,1.02,0.0463,69.76,4
2023-01-24,Consumer GoodsStock5,98.19,Consumer Goods,3265622872.29,787745.77,45.52,0.0175,-1.37,0.1595,98.95,4
2023-01-25,Consumer GoodsStock5,98.19,Consumer Goods,2317680359.66,388039.05,34.42,0.0061,0.67,0.0162,85.04,4
2023-01-26,Consumer GoodsStock5,94.26,Consumer Goods,9364689171.9,701739.65,12.3,0.001,0.35,0.0337,2.16,2
2023-01-27,Consumer GoodsStock5,92.38,Consumer Goods,7018293758.44,590249.43,40.22,0.0597,0.29,0.1503,64.43,2
2023-01-28,Consumer GoodsStock5,90.53,Consumer Goods,8840062298.08,493274.4,7.59,0.075,1.68,0.0726,52.52,2
2023-01-29,Consumer GoodsStock5,91.44,Consumer Goods,391366475.36,275694.58,26.13,0.0061,-0.8,0.1558,27.27,5
2023-01-30,Consumer GoodsStock5,77.72,Consumer Goods,5616352842.96,835471.22,22.78,0.0451,0.59,0.1311,1.21,0
2023-01-31,Consumer GoodsStock5,77.72,Consumer Goods,5034468334.45,919009.86,22.16,0.0612,0.71,0.0162,39.84,4
2023-02-01,Consumer GoodsStock5,77.72,Consumer Goods,6903708845.5,58751.96,11.14,0.0066,-0.15,0.1112,0.4,4
2023-02-02,Consumer GoodsStock5,77.72,Consumer Goods,1515033316.65,628156.48,35.57,0.039,0.11,0.0327,84.2,4
