UserID,Age_Group,Income_Level,Primary_Financial_Goal,Risk_Tolerance,Stocks,Bonds,Real Estate,Mutual Funds,ETFs,Cryptocurrency,Recommended_Strategy
909,65+,High,Short-term Savings,Conservative,100,0,0,0,0,0,Low-Risk Preservation
910,18-25,Medium,Education,Aggressive,40,2,20,29,0,9,High-Risk Aggressive
911,56-65,Medium-Low,Retirement,Conservative,49,51,0,0,0,0,Low-Risk Preservation
912,18-25,Medium,Short-term Savings,Aggressive,87,11,1,1,0,0,High-Risk Aggressive
913,46-55,Medium-Low,Short-term Savings,Moderate-Aggressive,66,19,8,2,4,1,Aggressive Growth
914,26-35,High,Wealth Accumulation,Moderate-Aggressive,48,45,2,1,1,3,Aggressive Growth
915,65+,Medium-Low,Wealth Accumulation,Aggressive,99,0,1,0,0,0,High-Risk Aggressive
916,26-35,Medium-High,Wealth Accumulation,Balanced,82,7,8,1,0,2,Balanced Growth
917,18-25,Low,Retirement,Conservative,30,24,25,12,1,8,Low-Risk Preservation
918,65+,Low,Retirement,Conservative,11,1,49,33,5,1,Low-Risk Preservation
919,26-35,High,Education,Moderate-Aggressive,27,27,27,10,4,5,Aggressive Growth
920,56-65,Medium-High,Wealth Accumulation,Aggressive,42,15,20,16,5,2,High-Risk Aggressive
921,36-45,Medium,Short-term Savings,Conservative,81,12,7,0,0,0,Low-Risk Preservation
922,18-25,Medium-High,Home Purchase,Conservative,5,93,0,0,2,0,Low-Risk Preservation
923,26-35,Low,Education,Balanced,5,62,15,15,2,1,Balanced Growth
924,18-25,Low,Retirement,Moderate-Conservative,45,29,6,1,1,18,Conservative Growth
925,18-25,Medium-High,Education,Moderate-Aggressive,55,2,37,3,2,1,Aggressive Growth
926,65+,Medium-High,Education,Moderate-Aggressive,43,19,28,10,0,0,Aggressive Growth
927,65+,Low,Education,Moderate-Conservative,15,58,21,6,0,0,Conservative Growth
928,36-45,Medium,Education,Conservative,57,25,0,5,4,9,Low-Risk Preservation
929,56-65,High,Home Purchase,Balanced,10,18,58,12,2,0,Balanced Growth
930,18-25,High,Wealth Accumulation,Balanced,57,41,0,1,0,1,Balanced Growth
931,26-35,Medium-High,Short-term Savings,Moderate-Aggressive,50,6,35,7,0,2,Aggressive Growth
932,46-55,High,Education,Balanced,88,11,1,0,0,0,Balanced Growth
933,18-25,Low,Education,Moderate-Conservative,68,6,26,0,0,0,Conservative Growth
934,18-25,Low,Education,Conservative,27,57,12,2,0,2,Low-Risk Preservation
935,36-45,Medium-High,Wealth Accumulation,Moderate-Conservative,88,10,2,0,0,0,Conservative Growth
936,56-65,Medium-High,Retirement,Aggressive,58,9,17,5,8,3,High-Risk Aggressive
937,46-55,Medium-High,Retirement,Moderate-Aggressive,19,59,19,2,0,1,Aggressive Growth
938,65+,Medium,Home Purchase,Balanced,52,34,14,0,0,0,Balanced Growth
939,65+,High,Retirement,Aggressive,66,27,4,3,0,0,High-Risk Aggressive
940,26-35,Medium-High,Education,Balanced,52,31,15,1,1,0,Balanced Growth
941,46-55,Medium-Low,Education,Conservative,62,6,9,7,13,3,Low-Risk Preservation
942,65+,Medium-Low,Education,Conservative,11,53,27,9,0,0,Low-Risk Preservation
943,26-35,Low,Home Purchase,Conservative,67,19,14,0,0,0,Low-Risk Preservation
944,56-65,High,Education,Balanced,26,69,0,4,1,0,Balanced Growth
945,26-35,Medium-High,Retirement,Aggressive,13,65,4,15,0,3,High-Risk Aggressive
946,65+,Medium-Low,Wealth Accumulation,Conservative,54,43,3,0,0,0,Low-Risk Preservation
947,36-45,High,Wealth Accumulation,Aggressive,27,12,16,10,20,15,High-Risk Aggressive
948,36-45,Low,Short-term Savings,Balanced,32,18,0,2,31,17,Balanced Growth
949,36-45,Medium,Retirement,Aggressive,11,51,27,4,5,2,High-Risk Aggressive
950,65+,High,Education,Balanced,61,28,1,5,5,0,Balanced Growth
951,36-45,High,Wealth Accumulation,Balanced,95,3,2,0,0,0,Balanced Growth
952,46-55,Medium,Retirement,Moderate-Aggressive,93,3,4,0,0,0,Aggressive Growth
953,56-65,High,Wealth Accumulation,Balanced,73,0,24,1,0,2,Balanced Growth
954,26-35,Low,Education,Balanced,35,34,8,14,6,3,Balanced Growth
955,26-35,Low,Wealth Accumulation,Moderate-Conservative,26,59,0,15,0,0,Conservative Growth
956,65+,Medium,Short-term Savings,Conservative,71,22,6,1,0,0,Low-Risk Preservation
957,36-45,Medium-High,Short-term Savings,Moderate-Aggressive,56,37,2,1,3,1,Aggressive Growth
958,36-45,Medium-Low,Wealth Accumulation,Moderate-Aggressive,82,4,5,0,0,9,Aggressive Growth
959,18-25,Medium-High,Retirement,Moderate-Aggressive,57,1,27,3,7,5,Aggressive Growth
960,56-65,High,Retirement,Moderate-Conservative,31,42,21,3,3,0,Conservative Growth
961,46-55,Medium-Low,Retirement,Balanced,63,34,0,3,0,0,Balanced Growth
962,26-35,Medium,Wealth Accumulation,Conservative,43,31,8,3,15,0,Low-Risk Preservation
963,18-25,Medium,Retirement,Aggressive,29,36,16,6,0,13,High-Risk Aggressive
964,18-25,Medium-Low,Education,Balanced,62,35,0,3,0,0,Balanced Growth
965,65+,Low,Short-term Savings,Moderate-Conservative,32,5,6,41,10,6,Conservative Growth
966,26-35,Medium-Low,Education,Balanced,96,3,1,0,0,0,Balanced Growth
967,65+,High,Retirement,Balanced,100,0,0,0,0,0,Balanced Growth
968,46-55,Low,Education,Moderate-Conservative,95,0,0,5,0,0,Conservative Growth
969,18-25,Medium,Retirement,Moderate-Aggressive,44,13,24,18,0,1,Aggressive Growth
970,18-25,Medium-Low,Wealth Accumulation,Moderate-Aggressive,69,18,7,6,0,0,Aggressive Growth
971,56-65,Medium-High,Education,Conservative,56,37,0,2,5,0,Low-Risk Preservation
972,46-55,Medium-High,Wealth Accumulation,Conservative,30,59,9,2,0,0,Low-Risk Preservation
973,18-25,High,Wealth Accumulation,Moderate-Aggressive,64,3,20,8,5,0,Aggressive Growth
974,46-55,Medium-High,Home Purchase,Aggressive,60,6,29,0,1,4,High-Risk Aggressive
975,26-35,Medium-Low,Retirement,Balanced,18,25,27,19,6,5,Balanced Growth
976,36-45,Medium-Low,Short-term Savings,Aggressive,97,2,0,1,0,0,High-Risk Aggressive
977,18-25,Medium-High,Retirement,Balanced,89,4,2,1,1,3,Balanced Growth
978,56-65,Medium-Low,Short-term Savings,Moderate-Aggressive,100,0,0,0,0,0,Aggressive Growth
979,26-35,High,Retirement,Conservative,49,30,1,16,4,0,Low-Risk Preservation
980,46-55,Low,Wealth Accumulation,Conservative,57,18,15,1,2,7,Low-Risk Preservation
981,65+,High,Education,Aggressive,10,8,65,16,0,1,High-Risk Aggressive
982,26-35,High,Education,Conservative,4,25,29,26,8,8,Low-Risk Preservation
983,18-25,Medium-Low,Home Purchase,Moderate-Aggressive,12,61,21,0,1,5,Aggressive Growth
984,46-55,Low,Short-term Savings,Aggressive,7,69,8,6,9,1,High-Risk Aggressive
985,36-45,Medium-Low,Short-term Savings,Balanced,35,1,36,16,3,9,Balanced Growth
986,26-35,Medium,Short-term Savings,Conservative,29,41,26,1,3,0,Low-Risk Preservation
987,18-25,Medium-Low,Wealth Accumulation,Moderate-Conservative,91,3,2,3,0,1,Conservative Growth
988,56-65,Medium-Low,Short-term Savings,Conservative,78,20,0,1,0,1,Low-Risk Preservation
989,65+,Medium-Low,Education,Balanced,21,46,26,7,0,0,Balanced Growth
990,46-55,Low,Wealth Accumulation,Aggressive,80,17,1,2,0,0,High-Risk Aggressive
991,26-35,Medium-Low,Retirement,Balanced,81,10,4,4,1,0,Balanced Growth
992,26-35,Low,Short-term Savings,Moderate-Conservative,60,7,32,0,1,0,Conservative Growth
993,36-45,Medium-High,Short-term Savings,Moderate-Aggressive,40,36,10,13,1,0,Aggressive Growth
994,36-45,Medium,Retirement,Conservative,45,15,21,16,3,0,Low-Risk Preservation
995,56-65,Low,Short-term Savings,Aggressive,58,36,1,4,0,1,High-Risk Aggressive
996,65+,Medium-High,Retirement,Moderate-Aggressive,61,21,13,2,1,2,Aggressive Growth
997,56-65,Low,Wealth Accumulation,Balanced,74,23,0,2,0,1,Balanced Growth
998,18-25,Low,Education,Aggressive,47,39,7,6,1,0,High-Risk Aggressive
999,18-25,Medium,Retirement,Moderate-Aggressive,0,26,39,25,5,5,Aggressive Growth
1000,56-65,High,Home Purchase,Aggressive,45,52,2,1,0,0,High-Risk Aggressive
